unique.cellid,unique.drugid
GDM-1,17-AAG
Gp2D,17-AAG
HBL-100,17-AAG
HCC-1171,17-AAG
HCC-1195,17-AAG
HCC-1359,17-AAG
HCC-15,17-AAG
HCC-1833,17-AAG
HCC-2108,17-AAG
HCC-2279,17-AAG
HCC-33,17-AAG
HCC-366,17-AAG
HCC-44,17-AAG
HCC-78,17-AAG
HCC1008,17-AAG
HCC1143,17-AAG
HCC1187,17-AAG
HCC1395,17-AAG
HCC1419,17-AAG
HCC1428,17-AAG
HCC1500,17-AAG
HCC1569,17-AAG
HCC1599,17-AAG
HCC1806,17-AAG
HCC1937,17-AAG
HCC1954,17-AAG
HCC202,17-AAG
HCC2185,17-AAG
HCC2218,17-AAG
HCC2688,17-AAG
HCC2998,17-AAG
HCC3153,17-AAG
HCC38,17-AAG
HCC70,17-AAG
HCC712,17-AAG
HCC812,17-AAG
HCC827,17-AAG
HCT-116,17-AAG
HCT-15,17-AAG
HCT-8,17-AAG
HD-MY-Z,17-AAG
HDQ-P1,17-AAG
HEC-1,17-AAG
HEC-1-A,17-AAG
HEC-108,17-AAG
HEC-151,17-AAG
HEC-251,17-AAG
HEC-265,17-AAG
HEC-59,17-AAG
HEC-6,17-AAG
HEK TE,17-AAG
HEL 92.1.7,17-AAG
HeLa,17-AAG
Hep 3B2.1-7,17-AAG
Hep G2,17-AAG
HEY,17-AAG
Hey-A8,17-AAG
HL-60,17-AAG
HMV-II,17-AAG
HOP-62,17-AAG
HOP-92,17-AAG
HPAF-II,17-AAG
Hs 172.T,17-AAG
Hs 229.T,17-AAG
Hs 255.T,17-AAG
Hs 281.T,17-AAG
Hs 294T,17-AAG
Hs 343.T,17-AAG
Hs 600.T,17-AAG
Hs 606.T,17-AAG
Hs 611.T,17-AAG
Hs 616.T,17-AAG
Hs 618.T,17-AAG
Hs 675.T,17-AAG
Hs 683,17-AAG
Hs 688(A).T,17-AAG
Hs 695T,17-AAG
Hs 698.T,17-AAG
Hs 706.T,17-AAG
Hs 729,17-AAG
Hs 737.T,17-AAG
Hs 739.T,17-AAG
Hs 742.T,17-AAG
Hs 746T,17-AAG
Hs 766T,17-AAG
Hs 819.T,17-AAG
Hs 821.T,17-AAG
Hs 822.T,17-AAG
Hs 834.T,17-AAG
Hs 839.T,17-AAG
Hs 840.T,17-AAG
Hs 852.T,17-AAG
Hs 863.T,17-AAG
Hs 870.T,17-AAG
Hs 888.T,17-AAG
Hs 895.T,17-AAG
Hs 934.T,17-AAG
Hs 936.T,17-AAG
Hs 939.T,17-AAG
Hs 940.T,17-AAG
Hs 944.T,17-AAG
Hs-578-T,17-AAG
HS-Sultan,17-AAG
HSC-2,17-AAG
HT-1080,17-AAG
HT-115,17-AAG
HT-1197,17-AAG
HT-1376,17-AAG
HT-29,17-AAG
HT-3,17-AAG
HT55,17-AAG
HuH-28,17-AAG
HUH-6-clone5,17-AAG
HuH-7,17-AAG
HuNS1,17-AAG
HuP-T3,17-AAG
HuP-T4,17-AAG
HuT 102,17-AAG
HuT 78,17-AAG
HUTU-80,17-AAG
IGROV-1,17-AAG
IM-95,17-AAG
Ishikawa (Heraklio) 02 ER-,17-AAG
J-RT3-T3-5,17-AAG
JEG-3,17-AAG
JeKo-1,17-AAG
JHH-6,17-AAG
JHOC-5,17-AAG
JHOM-1,17-AAG
JHOS-4,17-AAG
JHUEM-2,17-AAG
JIMT-1,17-AAG
JiyoyeP-2003,17-AAG
JM1,17-AAG
Jurkat    Clone E6-1,17-AAG
JVM-3,17-AAG
K-562,17-AAG
K052,17-AAG
KASUMI-1,17-AAG
KASUMI-2,17-AAG
KATOIII,17-AAG
KE-97,17-AAG
KG-1,17-AAG
KHOS-240S,17-AAG
KM12,17-AAG
KMBC-2,17-AAG
KMS-11,17-AAG
KNS-62,17-AAG
KNS-81-FD,17-AAG
KP-3,17-AAG
KP-4,17-AAG
KP-N-S19s,17-AAG
KPL-1,17-AAG
KYSE-140,17-AAG
KYSE-30,17-AAG
KYSE-410,17-AAG
KYSE-450,17-AAG
L-428,17-AAG
LC-1/sq-SF,17-AAG
LCLC-103H,17-AAG
LCLC-97TM1,17-AAG
LN-229,17-AAG
LNCaP-Clone-FGC,17-AAG
LOUCY,17-AAG
LoVo,17-AAG
LOXIMVI,17-AAG
LP-1,17-AAG
LS 180,17-AAG
LS-1034,17-AAG
LS-123,17-AAG
LS-174T,17-AAG
LS-411N,17-AAG
LS-513,17-AAG
LU-135,17-AAG
LU-65,17-AAG
LU-99A,17-AAG
LXF-289,17-AAG
LY2,17-AAG
M14,17-AAG
Malme-3M,17-AAG
MA-CLS-2,17-AAG
MB 157,17-AAG
MC-CAR,17-AAG
MC-IXC,17-AAG
MCF10A,17-AAG
MCF10F,17-AAG
MCF12A,17-AAG
MCF7,17-AAG
MDA PCa 2b,17-AAG
MDA-MB-134-VI,17-AAG
MDA-MB-157,17-AAG
MDA-MB-175-VII,17-AAG
MDA-MB-231,17-AAG
MDA-MB-330,17-AAG
MDA-MB-361,17-AAG
MDA-MB-415,17-AAG
MDA-MB-435,17-AAG
MDA-MB-436,17-AAG
MDA-MB-453,17-AAG
MDA-MB-468,17-AAG
MEC-1,17-AAG
MEG-01,17-AAG
MES-SA,17-AAG
Mewo,17-AAG
MFE-319,17-AAG
MFM-223,17-AAG
MG-63,17-AAG
MHH-PREB-1,17-AAG
MIA-PaCa-2,17-AAG
MKN1,17-AAG
MKN45,17-AAG
MKN7,17-AAG
MKN74,17-AAG
ML-2,17-AAG
MM1-S,17-AAG
MOLM-16,17-AAG
MOLT-16,17-AAG
MOLT-4,17-AAG
MOR/CPR,17-AAG
MPP-89,17-AAG
MSTO-211H,17-AAG
MT3,17-AAG
MV-4-11,17-AAG
MX-1,17-AAG
NALM-1,17-AAG
NALM-6,17-AAG
NB-TU-1-10,17-AAG
NB1,17-AAG
NB4,17-AAG
NC37,17-AAG
NCC-IT-A3,17-AAG
NCI-ADR-RES,17-AAG
NCI-H1048,17-AAG
NCI-H1092,17-AAG
NCI-H1105,17-AAG
NCI-H1155,17-AAG
NCI-H1299,17-AAG
NCI-H1355,17-AAG
NCI-H1373,17-AAG
NCI-H1395,17-AAG
NCI-H1435,17-AAG
NCI-H1436,17-AAG
NCI-H1437,17-AAG
NCI-H146,17-AAG
NCI-H1563,17-AAG
NCI-H1568,17-AAG
NCI-H157,17-AAG
NCI-H1573,17-AAG
NCI-H1581,17-AAG
NCI-H1618,17-AAG
NCI-H1623,17-AAG
NCI-H1650,17-AAG
NCI-H1651,17-AAG
NCI-H1666,17-AAG
NCI-H1694,17-AAG
NCI-H1703,17-AAG
NCI-H1755,17-AAG
NCI-H1770,17-AAG
NCI-H1781,17-AAG
NCI-H1792,17-AAG
NCI-H1793,17-AAG
NCI-H1836,17-AAG
NCI-H1838,17-AAG
NCI-H187,17-AAG
NCI-H1876,17-AAG
NCI-H1915,17-AAG
NCI-H1930,17-AAG
NCI-H1944,17-AAG
NCI-H1963,17-AAG
NCI-H1975,17-AAG
NCI-H1993,17-AAG
NCI-H2009,17-AAG
NCI-H2023,17-AAG
NCI-H2029,17-AAG
NCI-H2030,17-AAG
NCI-H2052,17-AAG
NCI-H2073,17-AAG
NCI-H2081,17-AAG
NCI-H2087,17-AAG
NCI-H209,17-AAG
NCI-H2107,17-AAG
NCI-H2110,17-AAG
NCI-H2122,17-AAG
NCI-H2126,17-AAG
NCI-H2141,17-AAG
NCI-H2170,17-AAG
NCI-H2171,17-AAG
NCI-H2172,17-AAG
NCI-H2196,17-AAG
NCI-H2228,17-AAG
NCI-H226,17-AAG
NCI-H2286,17-AAG
NCI-H23,17-AAG
NCI-H2342,17-AAG
NCI-H2347,17-AAG
NCI-H2405,17-AAG
NCI-H28,17-AAG
NCI-H292,17-AAG
NCI-H295,17-AAG
NCI-H322,17-AAG
NCI-H3255,17-AAG
NCI-H358,17-AAG
NCI-H441,17-AAG
NCI-H446,17-AAG
NCI-H460,17-AAG
NCI-H508,17-AAG
NCI-H510A,17-AAG
NCI-H520,17-AAG
NCI-H522,17-AAG
NCI-H524,17-AAG
NCI-H526,17-AAG
NCI-H596,17-AAG
NCI-H630,17-AAG
NCI-H650,17-AAG
NCI-H660,17-AAG
NCI-H661,17-AAG
NCI-H69,17-AAG
NCI-H716,17-AAG
NCI-H720,17-AAG
NCI-H727,17-AAG
NCI-H747,17-AAG
NCI-H748,17-AAG
NCI-H810,17-AAG
NCI-H82,17-AAG
NCI-H838,17-AAG
NCI-H841,17-AAG
NCI-N87,17-AAG
NCI-SNU-1,17-AAG
NCI-SNU-16,17-AAG
NCI-SNU-5,17-AAG
NOMO-1,17-AAG
NU-DUL-1,17-AAG
NUGC-4,17-AAG
OAW-28,17-AAG
OAW-42,17-AAG
OC-314,17-AAG
OCI-AML3,17-AAG
OCI-LY-7,17-AAG
OCI-LY10,17-AAG
OCI-LY3,17-AAG
OCUB-M,17-AAG
OV-90,17-AAG
OV56,17-AAG
OV7,17-AAG
OVCA 420,17-AAG
OVCAR-3,17-AAG
OVCAR-4,17-AAG
OVCAR-5,17-AAG
OVCAR-8,17-AAG
OVK18,17-AAG
P30-OHK,17-AAG
P31-FUJ,17-AAG
P3HR-1,17-AAG
PA-TU-8902,17-AAG
Panc 02.03,17-AAG
Panc 02.13,17-AAG
Panc 03.27,17-AAG
Panc 04.03,17-AAG
Panc 05.04,17-AAG
Panc 08.13,17-AAG
Panc 10.05,17-AAG
PC-3,17-AAG
PE/CA-PJ15,17-AAG
PE/CA-PJ34 (clone C12),17-AAG
PE/CA-PJ41 (clone D2),17-AAG
PE/CA-PJ49,17-AAG
PE01,17-AAG
PL-21,17-AAG
PL45,17-AAG
PLC-PRF-5,17-AAG
QGP-1,17-AAG
Raji,17-AAG
RCH-ACV,17-AAG
RCM-1,17-AAG
RD-ES,17-AAG
REC-1,17-AAG
REH,17-AAG
RERF-LC-KJ,17-AAG
RKO-E6,17-AAG
RL95-2,17-AAG
RMG-I,17-AAG
RMUG-S,17-AAG
RPMI-2650,17-AAG
RPMI-6666,17-AAG
RPMI-8226,17-AAG
RS4;11,17-AAG
RWPE1,17-AAG
RXF393,17-AAG
Saos-2,17-AAG
SC-1,17-AAG
SCaBER,17-AAG
SCC-15,17-AAG
SCC-25,17-AAG
SCC-4,17-AAG
SCC-9,17-AAG
SCLC-21H,17-AAG
Set-2,17-AAG
SF268,17-AAG
SF295,17-AAG
SF539,17-AAG
SH-10-TC,17-AAG
SH-4,17-AAG
SHP-77,17-AAG
SiHa,17-AAG
SJSA-1,17-AAG
SK-BR-3,17-AAG
SK-BR-5,17-AAG
SK-BR-7,17-AAG
SK-CO-1,17-AAG
SK-LMS-1,17-AAG
SK-LU-1,17-AAG
SK-MEL-1,17-AAG
SK-MEL-2,17-AAG
SK-MEL-28,17-AAG
SK-MEL-3,17-AAG
SK-MEL-5,17-AAG
SK-MES-1,17-AAG
SK-N-AS,17-AAG
SK-N-BE(2),17-AAG
SK-N-DZ,17-AAG
SK-N-FI,17-AAG
SK-NEP-1,17-AAG
SK-OV-3,17-AAG
SK-UT-1,17-AAG
SKM-1,17-AAG
SN12C,17-AAG
SNB19,17-AAG
SNB75,17-AAG
SNG-M,17-AAG
SNU-1,17-AAG
SNU-1040,17-AAG
SNU-16,17-AAG
SNU-175,17-AAG
SNU-182,17-AAG
SNU-387,17-AAG
SNU-398,17-AAG
SNU-423,17-AAG
SNU-449,17-AAG
SNU-475,17-AAG
SNU-5,17-AAG
SNU-61,17-AAG
SNU-81,17-AAG
SNU-840,17-AAG
SNU-C2A,17-AAG
SNU-C4,17-AAG
SNU-C5,17-AAG
Sq-1,17-AAG
SR,17-AAG
SU-DHL-10,17-AAG
SU-DHL-16,17-AAG
SU-DHL-4,17-AAG
SU-DHL-5,17-AAG
SU-DHL-6,17-AAG
SU.86.86,17-AAG
SUIT-2,17-AAG
SUM 1315M02,17-AAG
SUM 149PT,17-AAG
SUM 159PT,17-AAG
SUM 229PE,17-AAG
SUM225CWN,17-AAG
SUM 52PE,17-AAG
SUM102PT,17-AAG
SUM185PE,17-AAG
SUM44PE,17-AAG
SW 1271,17-AAG
SW 1353,17-AAG
SUM 190,17-AAG
SW 527,17-AAG
SW1088,17-AAG
SW1116,17-AAG
SW13,17-AAG
SW1417,17-AAG
SW1463,17-AAG
SW1573,17-AAG
SW1710,17-AAG
SW1783,17-AAG
SW1990,17-AAG
SW403,17-AAG
SW48,17-AAG
SW480,17-AAG
SW620,17-AAG
SW626,17-AAG
SW780,17-AAG
SW837,17-AAG
SW900,17-AAG
SW948,17-AAG
SW982,17-AAG
T-24,17-AAG
T3M-10,17-AAG
T47D,17-AAG
TE 125.T,17-AAG
TE 159.T,17-AAG
TE 441.T,17-AAG
TE 617.T,17-AAG
THP-1,17-AAG
TI-73,17-AAG
TK10,17-AAG
TO 175.T,17-AAG
Toledo,17-AAG
TYK-nu,17-AAG
U-118-MG,17-AAG
U-138 MG,17-AAG
U-2-OS,17-AAG
U-266,17-AAG
U-87-MG,17-AAG
U-937,17-AAG
U251,17-AAG
UACC-257,17-AAG
UACC-3199,17-AAG
UACC-62,17-AAG
UACC-812,17-AAG
UACC-893,17-AAG
UM-UC-3,17-AAG
UMC-11,17-AAG
UO31,17-AAG
VCaP,17-AAG
VM-CUB-1,17-AAG
VMRC-LCD,17-AAG
VMRC-RCW,17-AAG
WIDR,17-AAG
WM-115,17-AAG
WM-266-4,17-AAG
WM-793,17-AAG
WM-983B,17-AAG
WSU-DLCL2,17-AAG
YKG-1,17-AAG
ZR-75-1,17-AAG
ZR-75-30,17-AAG
ZR75B,17-AAG
184A1,2-deoxy-D-glucose
184B5,2-deoxy-D-glucose
22RV1,2-deoxy-D-glucose
23132-87,2-deoxy-D-glucose
600MPE,2-deoxy-D-glucose
639-V,2-deoxy-D-glucose
647-V,2-deoxy-D-glucose
769-P,2-deoxy-D-glucose
786-0,2-deoxy-D-glucose
A204,2-deoxy-D-glucose
A253,2-deoxy-D-glucose
A3-KAW,2-deoxy-D-glucose
A375,2-deoxy-D-glucose
A4-Fuk,2-deoxy-D-glucose
A427,2-deoxy-D-glucose
A431,2-deoxy-D-glucose
A498,2-deoxy-D-glucose
A549,2-deoxy-D-glucose
A673,2-deoxy-D-glucose
A704,2-deoxy-D-glucose
ACHN,2-deoxy-D-glucose
AMO-1,2-deoxy-D-glucose
AN3-CA,2-deoxy-D-glucose
ARH-77,2-deoxy-D-glucose
AsPC-1,2-deoxy-D-glucose
AU565,2-deoxy-D-glucose
AU655,2-deoxy-D-glucose
BC-1,2-deoxy-D-glucose
BC-2,2-deoxy-D-glucose
BC-3,2-deoxy-D-glucose
BCPAP,2-deoxy-D-glucose
BDCM,2-deoxy-D-glucose
BE(2)-C,2-deoxy-D-glucose
BEWO,2-deoxy-D-glucose
BFTC-905,2-deoxy-D-glucose
BHT-101,2-deoxy-D-glucose
BICR 10,2-deoxy-D-glucose
BICR 16,2-deoxy-D-glucose
BICR 18,2-deoxy-D-glucose
BICR 22,2-deoxy-D-glucose
BICR 31,2-deoxy-D-glucose
BICR 56,2-deoxy-D-glucose
BICR 6,2-deoxy-D-glucose
BICR 78,2-deoxy-D-glucose
BL-70,2-deoxy-D-glucose
BPH-1,2-deoxy-D-glucose
BT-20,2-deoxy-D-glucose
BT-474,2-deoxy-D-glucose
BT-483,2-deoxy-D-glucose
BT-549,2-deoxy-D-glucose
BV-173,2-deoxy-D-glucose
BxPC-3,2-deoxy-D-glucose
C-33-A,2-deoxy-D-glucose
C-4 I,2-deoxy-D-glucose
C-4-II,2-deoxy-D-glucose
C2BBe1,2-deoxy-D-glucose
C32,2-deoxy-D-glucose
Ca-Ski,2-deoxy-D-glucose
CAKI-1,2-deoxy-D-glucose
Caki-2,2-deoxy-D-glucose
CAL-120,2-deoxy-D-glucose
CAL-12T,2-deoxy-D-glucose
CAL-148,2-deoxy-D-glucose
CAL-27,2-deoxy-D-glucose
CAL-51,2-deoxy-D-glucose
CAL-54,2-deoxy-D-glucose
CAL-62,2-deoxy-D-glucose
CAL-85-1,2-deoxy-D-glucose
Calu-1,2-deoxy-D-glucose
Calu-3,2-deoxy-D-glucose
Calu-6,2-deoxy-D-glucose
CAMA-1,2-deoxy-D-glucose
Caov-3,2-deoxy-D-glucose
CAPAN-1,2-deoxy-D-glucose
Capan-2,2-deoxy-D-glucose
CCF-STTG1,2-deoxy-D-glucose
CCRF-CEM,2-deoxy-D-glucose
CEMC1,2-deoxy-D-glucose
CFPAC-1,2-deoxy-D-glucose
CGTH-W-1,2-deoxy-D-glucose
ChaGo-K-1,2-deoxy-D-glucose
CHL-1,2-deoxy-D-glucose
CHP-212,2-deoxy-D-glucose
CL-34,2-deoxy-D-glucose
CL-40,2-deoxy-D-glucose
CML-T1,2-deoxy-D-glucose
COLO 201,2-deoxy-D-glucose
COLO 320DM,2-deoxy-D-glucose
COLO-205,2-deoxy-D-glucose
COLO-320-HSR,2-deoxy-D-glucose
COLO-668,2-deoxy-D-glucose
COLO-678,2-deoxy-D-glucose
COLO-679,2-deoxy-D-glucose
COLO-680N,2-deoxy-D-glucose
COLO-684,2-deoxy-D-glucose
COLO-699,2-deoxy-D-glucose
COLO-704,2-deoxy-D-glucose
COLO-741,2-deoxy-D-glucose
COLO-792,2-deoxy-D-glucose
COLO-800,2-deoxy-D-glucose
COLO-824,2-deoxy-D-glucose
COLO-829,2-deoxy-D-glucose
COLO-849,2-deoxy-D-glucose
COR-L105,2-deoxy-D-glucose
COR-L23,2-deoxy-D-glucose
COR-L279,2-deoxy-D-glucose
COR-L51,2-deoxy-D-glucose
COR-L88,2-deoxy-D-glucose
CRO-AP2,2-deoxy-D-glucose
CRO-AP5,2-deoxy-D-glucose
CW-2,2-deoxy-D-glucose
D-283MED,2-deoxy-D-glucose
D341 Med,2-deoxy-D-glucose
Daudi,2-deoxy-D-glucose
DBTRG-05MG,2-deoxy-D-glucose
Detroit562,2-deoxy-D-glucose
DG-75,2-deoxy-D-glucose
DK-MG,2-deoxy-D-glucose
DLD-1,2-deoxy-D-glucose
DMS 454,2-deoxy-D-glucose
DMS-114,2-deoxy-D-glucose
DMS-153,2-deoxy-D-glucose
DMS-273,2-deoxy-D-glucose
DMS-53,2-deoxy-D-glucose
DMS-79,2-deoxy-D-glucose
DOHH-2,2-deoxy-D-glucose
DoTc2-4510,2-deoxy-D-glucose
DU-145,2-deoxy-D-glucose
DU-4475,2-deoxy-D-glucose
DV-90,2-deoxy-D-glucose
EB-3,2-deoxy-D-glucose
EBC-1,2-deoxy-D-glucose
EFM-19,2-deoxy-D-glucose
EFM-192A,2-deoxy-D-glucose
EFM-192B,2-deoxy-D-glucose
EFM-192C,2-deoxy-D-glucose
EFO-21,2-deoxy-D-glucose
EFO-27,2-deoxy-D-glucose
EKVX,2-deoxy-D-glucose
EM-2,2-deoxy-D-glucose
EoL-1-cell,2-deoxy-D-glucose
EPLC-272H,2-deoxy-D-glucose
ES-2,2-deoxy-D-glucose
EVSA-T,2-deoxy-D-glucose
FADU,2-deoxy-D-glucose
G-292    clone A141B1,2-deoxy-D-glucose
G-361,2-deoxy-D-glucose
G-401,2-deoxy-D-glucose
G-402,2-deoxy-D-glucose
GA-10,2-deoxy-D-glucose
GA-10 (Clone 20),2-deoxy-D-glucose
GDM-1,2-deoxy-D-glucose
Gp2D,2-deoxy-D-glucose
HBL-100,2-deoxy-D-glucose
HCC-1171,2-deoxy-D-glucose
HCC-1195,2-deoxy-D-glucose
HCC-1359,2-deoxy-D-glucose
HCC-15,2-deoxy-D-glucose
HCC-1833,2-deoxy-D-glucose
HCC-2108,2-deoxy-D-glucose
HCC-2279,2-deoxy-D-glucose
HCC-33,2-deoxy-D-glucose
HCC-366,2-deoxy-D-glucose
HCC-44,2-deoxy-D-glucose
HCC-78,2-deoxy-D-glucose
HCC1008,2-deoxy-D-glucose
HCC1143,2-deoxy-D-glucose
HCC1187,2-deoxy-D-glucose
HCC1395,2-deoxy-D-glucose
HCC1419,2-deoxy-D-glucose
HCC1428,2-deoxy-D-glucose
HCC1500,2-deoxy-D-glucose
HCC1569,2-deoxy-D-glucose
HCC1599,2-deoxy-D-glucose
HCC1806,2-deoxy-D-glucose
HCC1937,2-deoxy-D-glucose
HCC1954,2-deoxy-D-glucose
HCC202,2-deoxy-D-glucose
HCC2185,2-deoxy-D-glucose
HCC2218,2-deoxy-D-glucose
HCC2688,2-deoxy-D-glucose
HCC2998,2-deoxy-D-glucose
HCC3153,2-deoxy-D-glucose
HCC38,2-deoxy-D-glucose
HCC70,2-deoxy-D-glucose
HCC712,2-deoxy-D-glucose
HCC812,2-deoxy-D-glucose
HCC827,2-deoxy-D-glucose
HCT-116,2-deoxy-D-glucose
HCT-15,2-deoxy-D-glucose
HCT-8,2-deoxy-D-glucose
HD-MY-Z,2-deoxy-D-glucose
HDQ-P1,2-deoxy-D-glucose
HEC-1,2-deoxy-D-glucose
HEC-1-A,2-deoxy-D-glucose
HEC-108,2-deoxy-D-glucose
HEC-151,2-deoxy-D-glucose
HEC-251,2-deoxy-D-glucose
HEC-265,2-deoxy-D-glucose
HEC-59,2-deoxy-D-glucose
HEC-6,2-deoxy-D-glucose
HEK TE,2-deoxy-D-glucose
HEL 92.1.7,2-deoxy-D-glucose
HeLa,2-deoxy-D-glucose
Hep 3B2.1-7,2-deoxy-D-glucose
Hep G2,2-deoxy-D-glucose
HEY,2-deoxy-D-glucose
Hey-A8,2-deoxy-D-glucose
HL-60,2-deoxy-D-glucose
HMV-II,2-deoxy-D-glucose
HOP-62,2-deoxy-D-glucose
HOP-92,2-deoxy-D-glucose
HPAF-II,2-deoxy-D-glucose
Hs 172.T,2-deoxy-D-glucose
Hs 229.T,2-deoxy-D-glucose
Hs 255.T,2-deoxy-D-glucose
Hs 281.T,2-deoxy-D-glucose
Hs 294T,2-deoxy-D-glucose
Hs 343.T,2-deoxy-D-glucose
Hs 600.T,2-deoxy-D-glucose
Hs 606.T,2-deoxy-D-glucose
Hs 611.T,2-deoxy-D-glucose
Hs 616.T,2-deoxy-D-glucose
Hs 618.T,2-deoxy-D-glucose
Hs 675.T,2-deoxy-D-glucose
Hs 683,2-deoxy-D-glucose
Hs 688(A).T,2-deoxy-D-glucose
Hs 695T,2-deoxy-D-glucose
Hs 698.T,2-deoxy-D-glucose
Hs 706.T,2-deoxy-D-glucose
Hs 729,2-deoxy-D-glucose
Hs 737.T,2-deoxy-D-glucose
Hs 739.T,2-deoxy-D-glucose
Hs 742.T,2-deoxy-D-glucose
Hs 746T,2-deoxy-D-glucose
Hs 766T,2-deoxy-D-glucose
Hs 819.T,2-deoxy-D-glucose
Hs 821.T,2-deoxy-D-glucose
Hs 822.T,2-deoxy-D-glucose
Hs 834.T,2-deoxy-D-glucose
Hs 839.T,2-deoxy-D-glucose
Hs 840.T,2-deoxy-D-glucose
Hs 852.T,2-deoxy-D-glucose
Hs 863.T,2-deoxy-D-glucose
Hs 870.T,2-deoxy-D-glucose
Hs 888.T,2-deoxy-D-glucose
Hs 895.T,2-deoxy-D-glucose
Hs 934.T,2-deoxy-D-glucose
Hs 936.T,2-deoxy-D-glucose
Hs 939.T,2-deoxy-D-glucose
Hs 940.T,2-deoxy-D-glucose
Hs 944.T,2-deoxy-D-glucose
Hs-578-T,2-deoxy-D-glucose
HS-Sultan,2-deoxy-D-glucose
HSC-2,2-deoxy-D-glucose
HT-1080,2-deoxy-D-glucose
HT-115,2-deoxy-D-glucose
HT-1197,2-deoxy-D-glucose
HT-1376,2-deoxy-D-glucose
HT-29,2-deoxy-D-glucose
HT-3,2-deoxy-D-glucose
HT55,2-deoxy-D-glucose
HuH-28,2-deoxy-D-glucose
HUH-6-clone5,2-deoxy-D-glucose
HuH-7,2-deoxy-D-glucose
HuNS1,2-deoxy-D-glucose
HuP-T3,2-deoxy-D-glucose
HuP-T4,2-deoxy-D-glucose
HuT 102,2-deoxy-D-glucose
HuT 78,2-deoxy-D-glucose
HUTU-80,2-deoxy-D-glucose
IGROV-1,2-deoxy-D-glucose
IM-95,2-deoxy-D-glucose
Ishikawa (Heraklio) 02 ER-,2-deoxy-D-glucose
J-RT3-T3-5,2-deoxy-D-glucose
JEG-3,2-deoxy-D-glucose
JeKo-1,2-deoxy-D-glucose
JHH-6,2-deoxy-D-glucose
JHOC-5,2-deoxy-D-glucose
JHOM-1,2-deoxy-D-glucose
JHOS-4,2-deoxy-D-glucose
JHUEM-2,2-deoxy-D-glucose
JIMT-1,2-deoxy-D-glucose
JiyoyeP-2003,2-deoxy-D-glucose
JM1,2-deoxy-D-glucose
Jurkat    Clone E6-1,2-deoxy-D-glucose
JVM-3,2-deoxy-D-glucose
K-562,2-deoxy-D-glucose
K052,2-deoxy-D-glucose
KASUMI-1,2-deoxy-D-glucose
KASUMI-2,2-deoxy-D-glucose
KATOIII,2-deoxy-D-glucose
KE-97,2-deoxy-D-glucose
KG-1,2-deoxy-D-glucose
KHOS-240S,2-deoxy-D-glucose
KM12,2-deoxy-D-glucose
KMBC-2,2-deoxy-D-glucose
KMS-11,2-deoxy-D-glucose
KNS-62,2-deoxy-D-glucose
KNS-81-FD,2-deoxy-D-glucose
KP-3,2-deoxy-D-glucose
KP-4,2-deoxy-D-glucose
KP-N-S19s,2-deoxy-D-glucose
KPL-1,2-deoxy-D-glucose
KYSE-140,2-deoxy-D-glucose
KYSE-30,2-deoxy-D-glucose
KYSE-410,2-deoxy-D-glucose
KYSE-450,2-deoxy-D-glucose
L-428,2-deoxy-D-glucose
LC-1/sq-SF,2-deoxy-D-glucose
LCLC-103H,2-deoxy-D-glucose
LCLC-97TM1,2-deoxy-D-glucose
LN-229,2-deoxy-D-glucose
LNCaP-Clone-FGC,2-deoxy-D-glucose
LOUCY,2-deoxy-D-glucose
LoVo,2-deoxy-D-glucose
LOXIMVI,2-deoxy-D-glucose
LP-1,2-deoxy-D-glucose
LS 180,2-deoxy-D-glucose
LS-1034,2-deoxy-D-glucose
LS-123,2-deoxy-D-glucose
LS-174T,2-deoxy-D-glucose
LS-411N,2-deoxy-D-glucose
LS-513,2-deoxy-D-glucose
LU-135,2-deoxy-D-glucose
LU-65,2-deoxy-D-glucose
LU-99A,2-deoxy-D-glucose
LXF-289,2-deoxy-D-glucose
LY2,2-deoxy-D-glucose
M14,2-deoxy-D-glucose
Malme-3M,2-deoxy-D-glucose
MA-CLS-2,2-deoxy-D-glucose
MB 157,2-deoxy-D-glucose
MC-CAR,2-deoxy-D-glucose
MC-IXC,2-deoxy-D-glucose
MCF10A,2-deoxy-D-glucose
MCF10F,2-deoxy-D-glucose
MCF12A,2-deoxy-D-glucose
MCF7,2-deoxy-D-glucose
MDA PCa 2b,2-deoxy-D-glucose
MDA-MB-134-VI,2-deoxy-D-glucose
MDA-MB-157,2-deoxy-D-glucose
MDA-MB-175-VII,2-deoxy-D-glucose
MDA-MB-231,2-deoxy-D-glucose
MDA-MB-330,2-deoxy-D-glucose
MDA-MB-361,2-deoxy-D-glucose
MDA-MB-415,2-deoxy-D-glucose
MDA-MB-435,2-deoxy-D-glucose
MDA-MB-436,2-deoxy-D-glucose
MDA-MB-453,2-deoxy-D-glucose
MDA-MB-468,2-deoxy-D-glucose
MEC-1,2-deoxy-D-glucose
MEG-01,2-deoxy-D-glucose
MES-SA,2-deoxy-D-glucose
Mewo,2-deoxy-D-glucose
MFE-319,2-deoxy-D-glucose
MFM-223,2-deoxy-D-glucose
MG-63,2-deoxy-D-glucose
MHH-PREB-1,2-deoxy-D-glucose
MIA-PaCa-2,2-deoxy-D-glucose
MKN1,2-deoxy-D-glucose
MKN45,2-deoxy-D-glucose
MKN7,2-deoxy-D-glucose
MKN74,2-deoxy-D-glucose
ML-2,2-deoxy-D-glucose
MM1-S,2-deoxy-D-glucose
