Symbol,Approved_Symbol
None,rs140930209
None,rs140934859
None,rs140937738
None,rs140939921
None,rs140942130
None,rs140943377
None,rs140947472
None,rs140949962
None,rs140952499
None,rs140953171
None,rs140956969
None,rs140957699
None,rs140965635
None,rs140978006
None,rs140979718
None,rs140984875
None,rs140989265
None,rs140992904
None,rs141011008
None,rs141020058
None,rs141025548
None,rs141029588
None,rs141046774
None,rs141047521
None,rs141054776
None,rs141062287
None,rs141065469
None,rs141070510
None,rs141079538
None,rs141082273
None,rs141088400
None,rs141105619
None,rs141122908
None,rs141125329
None,rs141127372
None,rs141128152
None,rs141133122
None,rs141147699
None,rs141147763
None,rs141150209
None,rs141153432
None,rs141156771
None,rs141171048
None,rs141174969
None,rs141185692
None,rs141186239
None,rs141189263
None,rs141194837
None,rs141206496
None,rs141210912
None,rs141219289
None,rs141223528
None,rs141233473
None,rs141235007
None,rs141236173
None,rs141245657
None,rs141249181
None,rs141252503
None,rs141268674
None,rs141278645
None,rs141284467
None,rs141296614
None,rs141300229
None,rs141310431
None,rs141312600
None,rs141324470
None,rs141330668
None,rs141352026
None,rs141357337
None,rs141358613
None,rs141359491
None,rs141361916
None,rs141375420
None,rs141375915
None,rs141376841
None,rs141377767
None,rs141384782
None,rs141386286
None,rs141400545
None,rs141413524
None,rs141416878
None,rs141421720
None,rs141427147
None,rs141429118
None,rs141429693
None,rs141432767
None,rs141439423
None,rs141450635
None,rs141462048
None,rs141470116
None,rs141474688
None,rs141487478
None,rs141489059
None,rs141504518
None,rs141508185
None,rs141519898
None,rs141523590
None,rs141531557
None,rs141538291
None,rs141542060
None,rs141547112
None,rs141551478
None,rs141555291
None,rs141557993
None,rs141575926
None,rs141576070
None,rs141578907
None,rs141591324
None,rs141593389
None,rs141612990
None,rs141618804
None,rs141623732
None,rs141628597
None,rs141638816
None,rs141649009
None,rs141649694
None,rs141653304
None,rs141666443
None,rs141667839
None,rs141684347
None,rs141695916
None,rs141726347
None,rs141726415
None,rs141729280
None,rs141732980
None,rs141735609
None,rs141742868
None,rs141747954
None,rs141750173
None,rs141755787
None,rs141758465
None,rs141761139
None,rs141762255
None,rs141775798
None,rs141779573
None,rs141789966
None,rs141790667
None,rs141799587
None,rs141820074
None,rs141824910
None,rs141828715
None,rs141843035
None,rs141845392
None,rs141865082
None,rs141869155
None,rs141870792
None,rs141874992
None,rs141881091
None,rs141883376
None,rs141886061
None,rs141906468
None,rs141912915
None,rs141915939
None,rs141935587
None,rs141943950
None,rs141949675
None,rs141968533
None,rs141972482
None,rs141976833
None,rs141977432
None,rs141977966
None,rs141995549
None,rs141996756
None,rs142019792
None,rs142032385
None,rs142032741
None,rs142040555
None,rs142067171
None,rs142067178
None,rs142071087
None,rs142084929
None,rs142087907
None,rs142089218
None,rs142090457
None,rs142095901
None,rs142100997
None,rs142106091
None,rs142111247
None,rs142111840
None,rs142126575
None,rs142126643
None,rs142129571
None,rs142136130
None,rs142136338
None,rs142143620
None,rs142143681
None,rs142159455
None,rs142161237
None,rs142161670
None,rs142168981
None,rs142175019
None,rs142180965
None,rs142199598
None,rs142202209
None,rs142209532
None,rs142210242
None,rs142210669
None,rs142213917
None,rs142228563
None,rs142228612
None,rs142228905
None,rs142254257
None,rs142260461
None,rs142262178
None,rs142263831
None,rs142267225
None,rs142298458
None,rs142309335
None,rs142309457
None,rs142318238
None,rs142321531
None,rs142349817
None,rs142354209
None,rs142354604
None,rs142374073
None,rs142374400
None,rs142383208
None,rs142385537
None,rs142387676
None,rs142398278
None,rs142399155
None,rs142401668
None,rs142406451
None,rs142407695
None,rs142426567
None,rs142432829
None,rs142437816
None,rs142440722
None,rs142450364
None,rs142465609
None,rs142479750
None,rs142503811
None,rs142514899
None,rs142516798
None,rs142516922
None,rs142526037
None,rs142527146
None,rs142532711
None,rs142534183
None,rs142538001
None,rs142547762
None,rs142550893
None,rs142552504
None,rs142556654
None,rs142557534
None,rs142580146
None,rs142584983
None,rs142589072
None,rs142603338
None,rs142604356
None,rs142608467
None,rs142613568
None,rs142615860
None,rs142617113
None,rs142619298
None,rs142620455
None,rs142630391
None,rs142641355
None,rs142642047
None,rs142645692
None,rs142662942
None,rs142670182
None,rs142677789
None,rs142706524
None,rs142713586
None,rs142715037
None,rs142718410
None,rs142723436
None,rs142735717
None,rs142736107
None,rs142737114
None,rs142740123
None,rs142752373
None,rs142757550
None,rs142760022
None,rs142760986
None,rs142765111
None,rs142769082
None,rs142770216
None,rs142773760
None,rs142780820
None,rs142784041
None,rs142788039
None,rs142800494
None,rs142805640
None,rs142806643
None,rs142810530
None,rs142824650
None,rs142824724
None,rs142854239
None,rs142855557
None,rs142860682
None,rs142864684
None,rs142875303
None,rs142880230
None,rs142881794
None,rs142901920
None,rs142908691
None,rs142920009
None,rs142921092
None,rs142929018
None,rs142936766
None,rs142940084
None,rs142941477
None,rs142942632
None,rs142942855
None,rs142960753
None,rs142966497
None,rs142980994
None,rs142988538
None,rs142995539
None,rs143001198
None,rs143008147
None,rs143014022
None,rs143016007
None,rs143040582
None,rs143041472
None,rs143048559
None,rs143052364
None,rs143057165
None,rs143071476
None,rs143081859
None,rs143085554
None,rs143092399
None,rs143093386
None,rs143097271
None,rs143106167
None,rs143113652
None,rs143118963
None,rs143123786
None,rs143127142
None,rs143128070
None,rs143130373
None,rs143135150
None,rs143158197
None,rs143159875
None,rs143173818
None,rs143175702
None,rs143191229
None,rs143202341
None,rs143217599
None,rs143223613
None,rs143224540
None,rs143229923
None,rs143232063
None,rs143233227
None,rs143239566
None,rs143241553
None,rs143269332
None,rs143271235
None,rs143274595
None,rs143285388
None,rs143286366
None,rs143289050
None,rs143291180
None,rs143291546
None,rs143292054
None,rs143293113
None,rs143303798
None,rs143316912
None,rs143333851
None,rs143339543
None,rs143342408
None,rs143353274
None,rs143354095
None,rs143354873
None,rs143366291
None,rs143366769
None,rs143370963
None,rs143393919
None,rs143396981
None,rs143405638
None,rs143408339
None,rs143411283
None,rs143421101
None,rs143431568
None,rs143435751
None,rs143444132
None,rs143447615
None,rs143457760
None,rs143458690
None,rs143462829
None,rs143488799
None,rs143493244
None,rs143493286
None,rs143510354
None,rs143510692
None,rs143513171
None,rs143525104
None,rs143530849
None,rs143544849
None,rs143545581
None,rs143551544
None,rs143561443
None,rs143571380
None,rs143580501
None,rs143588019
None,rs143588480
None,rs143599277
None,rs143604525
None,rs143611148
None,rs143642592
None,rs143650007
None,rs143651538
None,rs143656704
None,rs143658502
None,rs143665363
None,rs143682095
None,rs143683847
None,rs143687301
None,rs143688661
None,rs143690786
None,rs143699552
None,rs143714210
None,rs143716698
None,rs143718002
None,rs143727374
None,rs143738988
None,rs143744568
None,rs143748807
None,rs143752901
None,rs143754487
None,rs143763288
None,rs143779386
None,rs143781329
None,rs143783931
None,rs143787315
None,rs143790501
None,rs143796792
None,rs143800508
None,rs143819472
None,rs143828335
None,rs143830715
None,rs143834915
None,rs143838175
None,rs143839497
None,rs143847684
None,rs143863939
None,rs143865987
None,rs143869085
None,rs143875094
None,rs143881653
None,rs143881977
None,rs143885007
None,rs143905684
None,rs143905840
None,rs143913333
None,rs143932595
None,rs143941561
None,rs143946905
None,rs143963535
None,rs143964132
None,rs143966449
None,rs143972514
None,rs143991151
None,rs143991177
None,rs143996326
None,rs144002737
None,rs144015006
None,rs144017068
None,rs144020385
None,rs144025635
None,rs144036794
None,rs144039826
None,rs144046594
None,rs144057031
None,rs144058620
None,rs144063260
None,rs144076017
None,rs144076315
None,rs144084991
None,rs144093283
None,rs144095848
None,rs144098560
None,rs144105597
None,rs144111502
None,rs144114235
None,rs144119466
None,rs144121781
None,rs144130178
None,rs144130806
None,rs144142474
None,rs144143712
None,rs144148378
None,rs144150361
None,rs144158102
None,rs144164893
None,rs144165950
None,rs144167789
None,rs144178467
None,rs144184380
None,rs144187426
None,rs144190407
None,rs144198492
None,rs144200029
None,rs144203965
None,rs144207130
None,rs144212244
None,rs144220280
None,rs144232341
None,rs144241504
None,rs144244485
None,rs144244728
None,rs144252364
None,rs144255408
None,rs144270036
None,rs144280444
None,rs144282373
None,rs144294245
None,rs144294722
None,rs144295425
None,rs144297946
None,rs144301588
None,rs144321327
None,rs144340145
None,rs144342208
None,rs144354148
None,rs144365705
None,rs144372002
None,rs144377675
None,rs144381114
None,rs144383170
None,rs144395679
None,rs144399159
None,rs144419516
None,rs144420795
None,rs144420818
None,rs144435910
None,rs144437211
None,rs144437313
None,rs144439102
None,rs144440284
None,rs144446593
None,rs144448019
None,rs144453111
None,rs144468919
None,rs144469910
None,rs144470414
None,rs144474765
None,rs144475365
None,rs144482043
None,rs144483063
None,rs144484400
None,rs144485198
None,rs144491261
None,rs144495582
None,rs144502972
None,rs144505540
None,rs144517556
None,rs144518892
None,rs144519182
None,rs144521173
None,rs144529643
None,rs144529697
None,rs144534974
None,rs144538729
None,rs144565893
None,rs144584260
None,rs144586181
None,rs144589521
None,rs144595566
None,rs144619508
None,rs144619592
None,rs144623819
None,rs144624759
None,rs144627156
None,rs144627849
None,rs144630472
None,rs144633328
None,rs144633827
None,rs144635484
None,rs144639133
None,rs144641665
None,rs144644109
None,rs144644457
None,rs144645959
None,rs144649835
None,rs144656461
None,rs144656595
None,rs144662551
None,rs144671477
None,rs144675853
None,rs144690819
None,rs144697185
None,rs144697620
None,rs144700373
None,rs144707264
None,rs144727872
None,rs144747192
None,rs144766382
None,rs144769779
None,rs144774369
None,rs144781271
None,rs144789533
None,rs144791031
None,rs144792594
None,rs144800937
None,rs144811753
None,rs144815726
None,rs144823157
None,rs144827545
None,rs144829601
None,rs144835931
None,rs144848254
None,rs144860620
None,rs144867294
None,rs144880963
None,rs144881840
None,rs144885141
None,rs144887898
None,rs144888805
None,rs144894057
None,rs144894775
None,rs144897126
None,rs144900616
None,rs144920184
None,rs144947357
None,rs144948698
None,rs144953776
None,rs144959396
None,rs144962473
None,rs144967673
None,rs144968664
None,rs144971272
None,rs144971918
None,rs144975874
None,rs145008052
None,rs145009645
None,rs145019684
None,rs145024191
None,rs145026054
None,rs145036854
None,rs145038375
None,rs145041568
None,rs145044775
None,rs145057349
None,rs145065047
None,rs145076538
None,rs145078763
None,rs145095247
None,rs145112932
None,rs145113143
None,rs145129670
None,rs145140419
None,rs145150971
None,rs145158398
None,rs145164963
None,rs145171593
None,rs145190749
None,rs145193192
None,rs145215616
None,rs145231340
None,rs145232177
None,rs145240138
None,rs145241494
None,rs145243880
None,rs145248290
None,rs145250938
None,rs145253001
None,rs145257235
None,rs145263063
None,rs145267072
None,rs145292178
None,rs145292347
None,rs145295674
None,rs145298181
None,rs145307019
None,rs145311946
None,rs145314956
None,rs145316703
None,rs145316873
None,rs145317221
None,rs145330684
None,rs145330904
None,rs145335241
None,rs145340707
None,rs145345892
None,rs145347993
None,rs145355036
None,rs145356879
None,rs145360681
None,rs145365203
None,rs145372006
None,rs145384809
None,rs145385080
None,rs145391174
None,rs145391772
None,rs145391951
None,rs145393645
None,rs145397243
None,rs145405041
None,rs145414588
None,rs145416906
None,rs145418833
None,rs145419955
None,rs145423087
None,rs145424112
None,rs145434064
None,rs145444622
None,rs145451125
None,rs145463925
None,rs145469760
None,rs145478197
None,rs145481572
None,rs145515503
None,rs145518060
None,rs145524007
None,rs145535339
None,rs145551654
None,rs145562785
None,rs145577985
None,rs145589549
None,rs145599435
None,rs145603971
None,rs145608521
None,rs145611568
None,rs145613672
None,rs145624217
None,rs145625069
None,rs145642001
None,rs145653081
None,rs145654802
None,rs145655548
None,rs145657881
None,rs145664145
None,rs145672400
None,rs145678025
None,rs145680025
None,rs145684348
None,rs145739592
None,rs145742541
None,rs145749910
None,rs145751575
None,rs145754708
None,rs145759845
None,rs145761605
None,rs145762442
None,rs145765978
None,rs145777743
None,rs145777785
None,rs145783441
None,rs145786874
None,rs145787400
None,rs145790408
None,rs145791858
None,rs145795344
None,rs145799641
None,rs145801855
None,rs145804001
None,rs145808573
None,rs145840617
None,rs145847847
None,rs145862466
None,rs145867634
None,rs145869340
None,rs145871904
None,rs145872689
None,rs145875316
None,rs145880064
None,rs145887580
None,rs145890374
None,rs145895947
None,rs145909888
None,rs145915078
None,rs145918643
None,rs145926217
None,rs145947774
None,rs145951289
None,rs145964994
None,rs145966048
None,rs145977061
None,rs145983866
None,rs145984646
None,rs145987324
None,rs145987938
None,rs145987994
None,rs145989380
None,rs145990556
None,rs146000879
None,rs146003921
None,rs146014800
None,rs146028315
None,rs146033218
None,rs146036648
None,rs146047504
None,rs146055650
None,rs146062526
None,rs146087112
None,rs146101332
None,rs146102269
None,rs146124370
None,rs146130134
None,rs146139749
None,rs146154500
None,rs146158472
None,rs146159498
None,rs146161286
None,rs146162418
None,rs146177226
None,rs146177333
None,rs146177586
None,rs146178471
None,rs146184861
None,rs146188074
None,rs146194052
None,rs146197134
None,rs146201581
None,rs146203604
None,rs146211528
None,rs146226478
None,rs146227781
None,rs146228467
None,rs146230643
None,rs146261259
None,rs146274843
None,rs146274886
None,rs146279687
None,rs146282329
None,rs146287075
None,rs146295775
None,rs146298338
None,rs146302570
None,rs146314172
None,rs146316897
None,rs146331172
None,rs146341100
None,rs146347007
None,rs146350257
None,rs146350340
None,rs146351744
None,rs146353282
None,rs146355649
None,rs146365143
None,rs146368780
None,rs146379711
None,rs146391468
None,rs146394089
None,rs146397337
None,rs146404709
None,rs146408139
None,rs146408522
None,rs146410500
None,rs146429304
None,rs146445333
None,rs146447622
None,rs146449477
None,rs146450660
None,rs146454520
None,rs146465861
None,rs146468311
None,rs146469954
None,rs146474685
None,rs146476952
None,rs146494576
None,rs146496059
None,rs146502399
None,rs146504181
None,rs146506079
None,rs146521589
None,rs146522127
None,rs146537636
None,rs146542455
None,rs146551801
None,rs146552836
None,rs146555835
None,rs146560241
None,rs146562401
None,rs146575303
None,rs146576250
None,rs146579085
None,rs146617664
None,rs146623516
None,rs146641281
None,rs146651966
None,rs146665576
None,rs146672848
None,rs146688578
None,rs146693633
None,rs146695050
None,rs146698307
None,rs146713958
None,rs146714916
None,rs146719761
None,rs146736597
None,rs146744724
None,rs146746114
None,rs146751975
None,rs146754610
None,rs146763904
None,rs146774965
None,rs146794106
None,rs146804333
None,rs146805597
None,rs146810268
None,rs146811725
None,rs146814991
None,rs146822433
None,rs146823215
None,rs146826761
None,rs146828080
None,rs146837499
None,rs146863183
None,rs146863385
None,rs146867762
None,rs146882311
None,rs146902971
None,rs146907937
None,rs146909062
None,rs146921186
None,rs146924633
None,rs146933794
None,rs146946487
None,rs146957125
None,rs146959681
None,rs146960158
None,rs146963842
None,rs146977893
None,rs146979253
None,rs146987474
None,rs146998196
None,rs147000759
None,rs147035388
None,rs147035669
None,rs147038061
None,rs147049842
None,rs147050307
None,rs147053293
None,rs147057206
None,rs147061361
None,rs147070861
None,rs147070947
None,rs147083613
None,rs147096971
None,rs147103164
None,rs147103494
None,rs147106191
None,rs147106953
None,rs147119822
None,rs147127428
None,rs147141543
None,rs147143290
None,rs147143778
None,rs147154891
None,rs147155085
None,rs147156066
None,rs147164071
None,rs147167635
None,rs147171616
None,rs147172059
None,rs147172768
None,rs147176236
None,rs147189235
None,rs147190927
None,rs147199260
None,rs147211779
None,rs147213909
None,rs147231979
None,rs147234656
None,rs147235396
None,rs147251478
None,rs147261775
None,rs147265050
None,rs147270711
None,rs147280326
None,rs147293622
None,rs147309136
None,rs147310105
None,rs147315933
None,rs147322756
None,rs147332913
None,rs147333834
None,rs147344240
None,rs147345335
None,rs147354272
None,rs147365633
None,rs147368206
None,rs147369349
None,rs147376167
None,rs147376546
None,rs147379609
None,rs147398736
None,rs147400795
None,rs147415613
None,rs147415745
None,rs147416876
None,rs147423959
None,rs147426664
None,rs147438469
None,rs147446135
None,rs147446919
None,rs147449297
None,rs147449628
None,rs147449855
None,rs147454040
None,rs147472044
None,rs147472652
None,rs147472764
None,rs147485704
None,rs147487942
None,rs147488946
None,rs147504131
None,rs147506991
None,rs147522053
None,rs147523820
