Symbol,Approved.Symbol
MDIG,MINA
MDL-1,CLEC5A
MDM,SLURP1
MDM35,TRIAP1
MDMX,MDM4
MDN,NT5M
MDNCF,CXCL8
MDONA,LINC01455
MDP77,TXLNB
MDPK,DMPK
MDR-NF1,YBX1
MDR1,TBC1D9
MDR1,ABCB1
MDR15,CXCR5
MDR2,ABCB4
MDR3,ABCB4
MDRC,TSPO
MDRS1,SEPN1
MDS,PAFAH1B1
MDS001,BBX
MDS003,PSMG2
MDS006,ADPRM
MDS009,DTWD1
MDS010,POGLUT1
MDS011,CCDC90B
MDS015,NIF3L1
MDS018,PPCDC
MDS019,APOBEC3G
MDS023,MRPS35
MDS024,TRMT11
MDS025,CCDC90B
MDS026,PPP2R2D
MDS027,BRK1
MDS028,ITFG2
MDS029,CISD1
MDS030,PLGRKT
MDS031,ALG13
MDS032,USE1
MDS1,MECOM
MDS1-EVI1,MECOM
MDSRP,POGLUT1
MDT1,RDH11
MDU1,SLC3A2
MDU2,CD44
MDU3,CD44
MDY2,UBL4A
ME1,PCDHB16
ME1,ME1
ME10,BCL10
ME2,CELSR1
ME2,PCDHB11
ME2,ME2
ME3,PCDHGA5
ME3,ME3
ME491,CD63
ME6,PCDHGB7
MEA,MEA1
MEA-2,GOLGA3
MEA5,MGEA5
MEA6,CTAGE5
MEAF2,DMAP1
MEAF3,MORF4L1
MEAF4,ING3
MEAX,VMA21
MEB,POMGNT1
MEC,CCL28
MEC1,ATR
MEC17,ATAT1
MECL1,PSMB10
MECT1,CRTC1
MED,SCN8A
MED,COL9A2
MED,COL9A3
MED,COMP
MED1,MBD4
MED14-AS1,MED14OS
MED14P,MED14P1
MED15P,MED15P1
MED24,MED22
MED25,MED9
MED25,MED25
MED4-AS,MED4-AS1
MEDA-4,MEDAG
MEDA-7,MZB1
MEF,ELF4
MEF,MEFV
MEF-2,MYEF2
MEF2AP,MEF2AP1
MEF3L,PEG10
MEG2,PTPN9
MEGAMIND,BIRC6-AS2
MEGANE,HELT
MEGAP,SRGAP3
MEGF1,FAT2
MEGF12,PEAR1
MEGF2,CELSR3
MEGF3,CELSR2
MEGF4,SLIT1
MEGF5,SLIT3
MEGF7,LRP4
MEGSIN,SERPINB7
MEGT1,LY6G6D
MEI5,SFR1
MEIR5,SFR1
MEIS1-AS1,MEIS1-AS2
MEIS3,MEIS3P1
MEIS3,MEIS3
MEIS4,MEIS3P1
MEK1,MAP2K1
MEK2,MAP2K2
MEK3,MAP2K3
MEK4,MAP2K4
MEK5,MAP2K5
MEK6,MAP2K6
MEKA,PDC
MEKK,MAP3K1
MEKK1,MAP3K1
MEKK10,MAP3K10
MEKK11,MAP3K11
MEKK12,MAP3K12
MEKK13,MAP3K13
MEKK2,MAP3K2
MEKK2B,MAP3K2
MEKK3,MAP3K3
MEKK4,MAP3K4
MEKK5,MAP3K5
MEKK6,MAP3K6
MEKK7,MAP3K7
MEKK8,MAP3K8
MEKK9,MAP3K9
MEL,RAB8A
MEL-18,PCGF2
MEL-1A-R,MTNR1A
MEL-CSPG,CSPG4
MEL1,PRDM16
MEL1C,GPR50
MELANOPSIN,OPN4
MELG,ELAVL1
MEM3,VPS35
MEMA,PNN
MEMD,ALCAM
MEMO,MEMO1
MEMO1P,MEMO1P1
MEN,ELL
MEN2A,RET
MEN2B,RET
MENA,ENAH
MENEPSILON/BETA,NEAT1
MENT,C1orf56
MENTHO,STARD3NL
MEP1AL1,MEP1AP1
MEP1AL2,MEP1AP2
MEP50,WDR77
MEPCE,MEPCE
MEPI,SERPINI2
MER,MERTK
MER3,HFM1
MER5,PRDX3
MER5,MER5
MER6,CD47
MERIT40,BABAM1
MERLIN,NF2
MERM1,WBSCR22
MERP-1,EPDR1
MERP1,EPDR1
MERRF,MT-TK
MESD,MESDC2
MESRGP,CDCA8
MEST-AS1,MESTIT1
MET,SLTM
MET1,GZMM
MET18,MMS19
METAP1A,METAP1
METAP1L,METAP1D
METH1,ADAMTS1
METH2,ADAMTS8
METL,METTL2B
METNASE,SETMAR
METRS,MARS
METT10D,METTL16
METT11D1,METTL17
METT5D1,METTL15
METT5D2,METTL15P1
METTL11A,NTMT1
METTL19,TRMT44
METTL2,METTL2B
METTL2,METTL2A
METTL21CP1,METTL21EP
METTL21D,VCPKMT
MEX67,NXF1
MF1,FEN1
MF4,FGF16
MFAT,AWAT2
MFE-2,HSD17B4
MFG-E8,MFGE8
MFH-1,FOXC2
MFI7,ITGB2
MFR,SIRPA
MFRN,SLC25A37
MFRN1,SLC25A37
MFS1,FBN1
MFS2,TGFBR2
MFSD2,MFSD2A
MFSD4B,KIAA1919
MFSD7B,FLVCR1
MFSD7C,FLVCR2
MFTC,SLC25A32
MFTL,RPS3A
MG-160,GLG1
MG1,MUC5B
MG11,SAMHD1
MG2,MUC7
MG29,SYPL2
MG50,PXDN
MG53,TRIM72
MG61,PORCN
MGA,MGAM
MGA,MGA
MGA1,CUBN
MGA3,OPA3
MGAT,MGAT1
MGAT1,MOGAT1
MGAT1.2,POMGNT1
MGAT2,MOGAT2
MGAT2,MGAT2
MGAT3,MOGAT3
MGAT3,MGAT3
MGB1,SCGB2A2
MGB2,SCGB2A1
MGC-24,CD164
MGC:14091,APBA2
MGC:39976,TAF1C
MGC:4834,RASD2
MGC:8964,TAF6
MGC1,CHRDL1
MGC10067,UBLCP1
MGC10084,ELMOD2
MGC1010,SMOX
MGC10120,BLOC1S2
MGC10170,H2AFV
MGC10198,RWDD4
MGC10200,SKA1
MGC10204,ALDH16A1
MGC10210,WSB2
MGC10233,TBCEL
MGC10235,ALKBH8
MGC102753,SURF4
MGC102762,ERCC2
MGC102768,SYTL2
MGC102804,VPRBP
MGC102866,TIMM8B
MGC102891,FAM174B
MGC102953,FGF11
MGC102964,FAM92A1P2
MGC102966,KRT16P3
MGC10327,STARD5
MGC10334,CPTP
MGC104174,MRPL39
MGC104186,KIF9
MGC104216,NCOR1
MGC104230,HMGN1
MGC104241,TNNT1
MGC104255,EIF5A
MGC104274,RPL21
MGC104275,RPL21
MGC10430,IL1RN
MGC10433,RBM42
MGC10442,BLK
MGC104437,C2orf76
MGC104475,COX19
MGC104638,MYO1E
MGC104706,C16orf93
MGC10471,CCDC130
MGC104712,OXLD1
MGC10481,UBE2R2
MGC10485,VPS26B
MGC104931,LINC00324
MGC104959,SYNRG
MGC10500,YPEL3
MGC10511,MAGEA11
MGC105127,FAM132A
MGC10526,PRRC2B
MGC10527,NDUFAF3
MGC10540,VPS25
MGC10556,TRIP6
MGC10558,TRIP6
MGC10561,CBX2
MGC1058,DCAF12
MGC10599,MAGEA10
MGC10612,AKR1E2
MGC10613,ZMAT3
MGC10630,KEAP1
MGC10676,MESP1
MGC10702,USP30
MGC10710,C1orf198
MGC10715,ZNF343
MGC10731,RSG1
MGC10744,TMEM107
MGC10753,WAC
MGC10765,DCAF10
MGC10771,GLB1L
MGC10772,PRR7
MGC10791,KREMEN2
MGC10796,ZBED2
MGC10818,KHDC1
MGC10820,FAM167B
MGC10825,CNDP1
MGC10831,H2AFV
MGC10848,ITIH5
MGC10851,TUBA1C
MGC10854,TCHP
MGC10870,FBXW9
MGC10871,RBM4B
MGC10881,SYT11
MGC10882,PCGF1
MGC1090,DNMT3L
MGC10902,UPK3B
MGC10911,PSMG3
MGC10922,C19orf12
MGC10924,NDFIP1
MGC10946,SPX
MGC10960,SSR4P1
MGC10963,THAP7
MGC10966,FERMT3
MGC10974,ALKBH7
MGC10981,AFAP1-AS1
MGC10986,LIMD2
MGC10992,CCDC102A
MGC10993,TMEM177
MGC10999,C9orf64
MGC11034,FAM107B
MGC11061,YIPF4
MGC11082,DLGAP1-AS2
MGC11102,EIF1AD
MGC11104,CHCHD5
MGC111064,VDAC1
MGC111083,RAD23A
MGC111107,FHL1
MGC111130,RPS15
MGC11115,C9orf89
MGC111163,NABP1
MGC111193,DPM2
MGC111207,DTWD1
MGC111222,PPIE
MGC11134,TRPT1
MGC111371,SH3GL1
MGC111373,PRMT2
MGC11138,CACNG4
MGC1114,KEAP1
MGC111488,KIAA0100
MGC111763,RGS9
MGC11242,PRR15L
MGC11251,TSPEAR
MGC11256,CRELD2
MGC11257,C7orf50
MGC1126,ACOT7
MGC11266,CENPO
MGC1127,TRIM41
MGC11271,C19orf57
MGC11279,FBXL15
MGC11287,RPS6KL1
MGC11296,BRMS1L
MGC11308,MFSD5
MGC11316,RAB11FIP4
MGC11321,MRPL45
MGC11324,AGPAT9
MGC11326,C15orf41
MGC11332,MFSD9
MGC11335,GFOD2
MGC11337,COL27A1
MGC11349,ZXDC
MGC11352,TSPAN14
MGC1136,DUSP26
MGC11386,TMEM241
MGC1167,ATPIF1
MGC116735,EPB42
MGC116737,EPB42
MGC116786,IL13
MGC116788,IL13
MGC116789,IL13
MGC117152,PLCH1
MGC117164,IGSF3
MGC117216,SOX13
MGC117262,NUFIP2
MGC117264,PRDX5
MGC117291,SPAG9
MGC117310,WBP4
MGC117314,LEPRE1
MGC117360,UGGT2
MGC117373,TIMM8B
MGC117402,SH3BGRL
MGC117421,TRDV2
MGC117425,HMGN1
MGC118754.,PLA2G16
MGC118899,ADAMTS13
MGC118900,ADAMTS13
MGC119014,PPP1R14D
MGC119016,PPP1R14D
MGC119055,SSX2
MGC119067,RGS8
MGC119068,RGS8
MGC119069,RGS8
MGC119078,CASP14
MGC119079,CASP14
MGC119100,RPS4Y1
MGC119131,DTD1
MGC119143,APOA1BP
MGC119144,APOA1BP
MGC119145,APOA1BP
MGC119199,NT5C1A
MGC119201,NT5C1A
MGC119295,SPDYE2
MGC119312,DAPK2
MGC119403,VANGL2
MGC119404,VANGL2
MGC119447,SIM2
MGC119522,MCM8
MGC119523,MCM8
MGC119818,INSL3
MGC119819,INSL3
MGC11983,IL1F10
MGC119832,IL1F10
MGC119833,IL1F10
MGC119947,PEX11A
MGC1203,CCDC28B
MGC120420,SLC22A25
MGC120442,POC5
MGC120443,POC5
MGC120444,POC5
MGC12197,RSRC1
MGC12217,KPNA4
MGC1223,TMEM14B
MGC12290,LIPT1
MGC12301,SLN
MGC12314,NDUFB5
MGC12372,FXYD2
MGC12435,DNAL1
MGC12458,EFCAB2
MGC12466,ZNF670
MGC12515,ZNF566
MGC125288,FMN1
MGC125289,FMN1
MGC12536,CAPNS2
MGC12538,ANKRD36BP1
MGC125469,FBXL19-AS1
MGC125470,FBXL19-AS1
MGC125472,FBXL19-AS1
MGC125588,CCDC148
MGC125711,PPP6R3
MGC125712,PPP6R3
MGC125835,RHOG
MGC125836,RHOG
MGC125854,SLN
MGC125855,SLN
MGC125864,RIT1
MGC125865,RIT1
MGC125904,DPM3
MGC125905,DPM3
MGC126058,DAP3
MGC126059,DAP3
MGC126063,BTG2
MGC126064,BTG2
MGC126187,PLP2
MGC126218,ERCC2
MGC126219,ERCC2
MGC126226,EFNB2
MGC126227,EFNB2
MGC126228,EFNB2
MGC126430,TLR5
MGC126431,TLR5
MGC126442,DAZ2
MGC126552,CLDN17
MGC126554,CLDN17
MGC126562,CAPS
MGC126567,PPFIA3
MGC126569,PPFIA3
MGC126572,GPHA2
MGC126582,AXIN2
MGC126590,MMP26
MGC126592,MMP26
MGC126621,TXLNG
MGC126625,TXLNG
MGC126664,PLAC4
MGC126666,PLAC4
MGC126674,SPPL3
MGC126676,SPPL3
MGC12676,SPEG
MGC126774,SIGLEC10
MGC126798,ITPRIPL2
MGC126800,ITPRIPL2
MGC126834,SHBG
MGC126879,UBA52
MGC126880,IL36B
MGC126881,UBA52
MGC126882,IL36B
MGC126884,IL17C
MGC1269,ILVBL
MGC1270,TMED1
MGC12760,CROCCP2
MGC12815,CCL3L3
MGC12824,RAI1
MGC12866,MCM8
MGC12901,EXOSC5
MGC12904,HDHD3
MGC12909,C18orf25
MGC12921,PPAPDC3
MGC12928,WDR53
MGC12936,NICN1
MGC12945,HIATL2
MGC1295,ARHGAP9
MGC129526,MAGEA5
MGC129552,IL36A
MGC129553,IL36A
MGC129621,TREH
MGC129625,P2RX6
MGC129647,TCF3
MGC129648,TCF3
MGC12966,FAM220A
MGC1297,COPS8
MGC12972,MPV17L2
MGC12974,ERC1
MGC129793,TMEM95
MGC12981,CCDC115
MGC12982,FOXD2-AS1
MGC129899,EPN3
MGC12992,TMEM246
MGC129934,TNFSF15
MGC129935,TNFSF15
MGC130008,SP4
MGC130009,SP4
MGC13004,PRADC1
MGC130048,SGCG
MGC13007,BTBD10
MGC13010,CYHR1
MGC13016,CHCHD6
MGC13017,CDKN2AIPNL
MGC13024,ORAI3
MGC13034,TMEM174
MGC13038,BCAN
MGC13040,C11orf70
MGC13045,NUDT22
MGC13057,C2orf88
MGC13061,RNF135
MGC13071,ZNF607
MGC13090,MAFG
MGC13096,PDCD2L
MGC13098,POLR2J4
MGC13102,TMEM79
MGC13105,ZNF559
MGC13114,C16orf13
MGC13125,BUD13
MGC13130,DISP1
MGC13138,ZNF764
MGC1314,FUCA2
MGC131524,C15orf59
MGC13159,TMEM128
MGC131633,INTS8
MGC13168,BEST3
MGC13170,C19orf48
MGC131759,STAG3L2
MGC131773,LRRC75B
MGC131802,PRDM10
MGC13183,CCDC77
MGC131831,SEMA4B
MGC13186,NTPCR
MGC131950,WNT3
MGC131980,PPP1R12B
MGC132011,SNAPC3
MGC13204,RHNO1
MGC132456,MCEMP1
MGC13250,ZNF397
MGC13251,INF2
MGC132578,CHL1
MGC13261,SEC22C
MGC13272,MON1A
MGC13275,PERM1
MGC132756,PNMA3
MGC132758,PNMA3
MGC133046,TMPRSS15
MGC133107,SPINK4
MGC133129,OXA1L
MGC133166,INTS4P2
MGC133236,HRC
MGC133289,TJP1
MGC133384,MYH1
MGC13378,LIPT1
MGC13379,TMEM216
MGC13453,TUSC3
MGC1346,PHF5A
MGC1348,GAS7
MGC134948,ITSN1
MGC134949,ITSN1
MGC13523,RWDD2A
MGC13687,PSMC4
MGC138140,HSD17B1
MGC138169,KRT24
MGC138173,KRT24
MGC138321,WNT3
MGC138323,WNT3
MGC138338,OAZ1
MGC138344,ZNF630
MGC138391,SHBG
MGC138401,IL17C
MGC138502,CACNG2
MGC138504,CACNG2
MGC138509,PAEP
MGC138534,PEX11A
MGC138549,MAPT
MGC138598,UPK2
MGC138628,RFXANK
MGC138724,CTAG2
MGC138900,IL17B
MGC138901,IL17B
MGC1405,INSIG1
MGC14126,CEP19
MGC14128,FAM83A
MGC14136,URB1-AS1
MGC14139,ZCCHC14
MGC14140,FBXO44
MGC14141,TMEM141
MGC14151,NAA38
MGC14156,PIGY
MGC14161,FRMD5
MGC141886,TMPRSS5
MGC142200,IFNA4
MGC142283,PRDX5
MGC142285,PRDX5
MGC142288,PAEP
MGC14254,KCTD20
MGC14258,ARHGAP19
MGC14274,PSMD2
MGC14280,ABHD8
MGC14288,COX14
MGC14289,ZC3HAV1L
MGC14326,SRP14
MGC14327,TMEM203
MGC14333,PPP1R16A
MGC14352,ACSBG1
MGC14353,TXNDC17
MGC14376,MIR22HG
MGC14381,RNF166
MGC14386,RCCD1
MGC14421,UBL7
MGC14439,RBM17
MGC14452,ACAD9
MGC14480,STRA13
MGC14542,PSMA1
MGC14553,NIPSNAP3A
MGC14560,GPN3
MGC14575,PSMA1
MGC14580,TUBA1C
MGC14595,UTP23
MGC14597,BPIFB1
MGC14613,MAGEA3
MGC14697,USMG5
MGC14751,PSMA1
MGC14793,USP45
MGC14797,PHF6
MGC14798,DPH6
MGC14799,GINS4
MGC14801,LINC00467
MGC14804,CAPNS2
MGC148044,TMPRSS5
MGC14816,LRRC39
MGC14817,LLPH
MGC14832,MIEN1
MGC14833,UQCC2
MGC14836,SLC25A51
MGC14839,C11orf52
MGC14844,DDI2
MGC14879,USP48
MGC14896,NOL6
MGC14921,NOL6
MGC149260,SPINK13
MGC149453,SMAGP
MGC149454,SMAGP
MGC149525,CRYL1
MGC149526,CRYL1
MGC14961,NAV1
MGC149659,CLC
MGC14967,SPAG9
MGC149845,ZNF512B
MGC149846,ZNF512B
MGC149868,CSHL1
MGC14993,RARS2
MGC150517,SYT7
MGC150530,ACSM2A
MGC150539,MZT1
MGC15057,NSUN5P2
MGC150689,UGGT2
MGC15092,PSMG2
MGC15093,CTNNBIP1
MGC15151,SUGT1P1
MGC15161,RLIM
MGC15171,GPRIN2
MGC15201,ATG3
MGC15204,PICK1
MGC15229,SHMT1
MGC15254,CAMKK2
MGC15364,SSX2
MGC15366,KRT19
MGC15396,ANKRD40
MGC15397,GLYATL1
MGC15397,TMEM41A
MGC15407,CFAP36
MGC15416,FAM195A
MGC15419,FBXO31
MGC15429,ABHD14B
MGC15435,ZBED3
MGC15436,LZIC
MGC15438,CCDC183
MGC15476,DACT3
MGC15482,FBXL20
MGC15504,ARHGAP5-AS1
MGC15523,SLC38A10
MGC15548,ZNF496
MGC15563,AJUBA
MGC15606,NXPE3
MGC15619,HVCN1
MGC15631,RAX2
MGC15668,HPDL
MGC15677,ALKBH6
MGC15716,ZNF414
MGC15718,KIRREL2
MGC15730,IGSF21
MGC15737,TCEAL3
MGC15749,LSM10
MGC15754,RERG
MGC15763,OXNAD1
MGC15827,PNMA6A
MGC15831,RIMBP2
MGC15873,PDXK
MGC15875,PHYKPL
MGC15882,C1orf94
MGC15887,FAM89A
MGC15913,ARHGEF18
MGC15959,H1FX
MGC16028,IFT43
MGC1603,TAF9
MGC16037,SNHG7
MGC16044,PCED1B
MGC16121,MIR503HG
MGC161462,KRT13
MGC16153,GLIS3-AS1
MGC16169,TBCK
MGC16179,ATP1A1-AS1
MGC16186,DYDC2
MGC16202,PCGF5
MGC16212,RAB7B
MGC16279,FAM86B1
MGC16309,LRRC46
MGC163367,TEX43
MGC163369,TEX43
MGC163408,MYBPC2
MGC163426,SCIMP
MGC163428,SCIMP
MGC16353,R3HDM4
MGC16362,SNHG5
MGC16372,DRC1
MGC16385,CENPBD1
MGC16435,TUBB
MGC164581,NBEAL1
MGC16471,TAMM41
MGC16491,FAM46B
MGC16597,CCDC137
MGC16619,6-Sep
MGC16635,KLHDC7B
MGC16638,PHYHD1
MGC1665,PSMB10
MGC16664,FAM163A
MGC1667,PSMA1
MGC166915,PRDM16
MGC167029,TNC
MGC16714,NEK9
MGC16733,INTS4
MGC16796,DISP1
MGC16817,EPS8L3
MGC16824,C16orf62
MGC16925,PIDD1
MGC16943,ERI2
MGC16973,MAGEA2B
MGC1708,MATK
MGC17125,CDC42EP4
MGC17134,CCL13
MGC17150,GPM6B
MGC17164,CCL5
MGC17211,NMB
MGC17226,SYT11
MGC17299,TMEM125
MGC17301,METTL7B
MGC17303,CRB3
MGC17318,CALCOCO2
MGC17330,PIK3IP1
MGC17332,CTU1
MGC17337,MSANTD3
MGC17342,SGMS1
MGC17347,FAM122A
MGC17358,C9orf43
MGC17403,TCEANC
MGC17515,LINC00526
MGC17525,SLC25A6
MGC17528,S100A16
MGC17544,MED8
MGC17552,ZNF622
MGC17597,TSC22D1
MGC17624,C16orf74
MGC176705,NEDD4
MGC17791,TNFAIP8L1
MGC17810,DYNLL2
MGC17839,TMEM136
MGC17918,KPNA6
MGC17921,FRMD6
MGC17922,AEBP2
MGC17943,TMEM263
MGC17973,MRPL10
MGC17986,ZNF114
MGC17998,FLCN
MGC18079,GSG1L
MGC18216,IGF1R
MGC18257,MLIP
MGC1842,GUCD1
MGC1892,ARHGAP32
MGC189743,HSBP1L1
MGC1936,TMEM147
MGC1947,H2AFV
MGC19520,TTC19
MGC19531,PPM1J
MGC19535,ILVBL
MGC19556,LARP1
MGC19570,OARD1
MGC19595,ARMC6
MGC19600,RPUSD1
MGC19604,FDX1L
MGC19606,IMP4
MGC19636,EEF2KMT
MGC19641,MED8
MGC19709,WBSCR22
MGC19722,NASP
MGC19764,SLFN5
MGC19780,ALG14
MGC19819,CCZ1B
MGC19825,SFT2D1
MGC19879,ASB13
MGC19907,DAZAP1
MGC20089,P2RX7
MGC20134,SPAG7
MGC20149,MAFG
MGC20197,DPH3
MGC20204,DHRS1
MGC2022,WBSCR22
MGC20235,TMEM106A
MGC20255,CCDC97
MGC20262,FAM69B
MGC20339,6-Sep
MGC20369,NFX1
MGC20372,NASP
MGC20398,ZNF830
MGC20400,PRKCDBP
MGC20410,BATF2
MGC20419,KTI12
MGC20452,EID2
MGC20460,RBM33
MGC20461,OSM
MGC20470,UBQLNL
MGC20471,SNX27
MGC20481,C15orf57
MGC20486,WDR34
MGC20531,FKBP9P1
MGC20533,HAUS8
MGC20553,FRMD3
MGC20579,TMEM255B
MGC20625,ATRIP
MGC20653,ELAVL3
MGC2068,IPO5
MGC20689,LRR1
MGC20700,MFSD12
MGC20702,NOSTRIN
MGC20706,GCC1
MGC20727,ADCK2
MGC20741,USP49
MGC20781,NT5C3B
MGC20785,DOK6
MGC20791,TIFA
MGC20806,LRRC45
MGC20838,NOL6
MGC20887,KEAP1
MGC20962,FBXW5
MGC20983,CCDC151
MGC2101,MATK
MGC21336,MAGEA4
MGC21382,STX19
MGC21394,SPINK6
MGC21416,YIPF6
MGC21459,PSMA1
MGC21482,ATRIP
MGC21518,TMEM99
MGC2155,KPNB1
MGC21559,DPM2
MGC2156,KPNB1
MGC2157,KPNB1
MGC21621,MRGPRF
MGC21624,FLRT1
MGC21636,FBXL13
MGC21644,PRELID2
MGC21654,TBC1D31
MGC21658,FOXR2
MGC21674,FBXO30
MGC21675,CTBP1-AS2
MGC21688,FAM131A
MGC21731,CEP57L1
MGC21738,ZNF501
MGC2181,CASP2
MGC2182,MAGEA8
MGC21830,BRICD5
MGC21854,RCSD1
MGC21874,TADA2B
MGC21881,GLIDR
MGC2198,HIGD2A
MGC21981,MAMDC2
MGC22001,LINC00311
MGC22014,TET3
MGC2217,CHCHD7
MGC22228,SPC25
MGC22429,LHFP
MGC22484,PSG11
MGC22487,POU5F1
MGC22531,SCEL
MGC22554,CCL11
MGC22579,SERPINC1
MGC22581,AKR1C4
MGC22671,POPDC3
MGC22679,KLHL23
MGC22679,PHOSPHO2
MGC22688,STK32A
MGC22756,PSMA6
MGC2277,NMB
MGC22773,LRRIQ3
MGC22776,PEBP4
MGC22793,PPP1R35
MGC22805,ANKRD22
MGC22825,CHMP4C
MGC22853,PSMA1
MGC22916,BRAT1
MGC22921,OGT
MGC22960,NSUN4
MGC2297,NASP
MGC23001,TYW1
MGC23008,COPZ2
MGC23130,MIEF2
MGC23143,ZNF524
MGC23164,EPS8L1
MGC23166,ZBTB9
MGC2317,TNFAIP1
MGC23214,PSMC4
MGC23244,TMIGD2
MGC23270,LINC00638
MGC23280,DHRS13
MGC23284,SNAI3-AS1
MGC2333,PSMA6
MGC23401,ZFC3H1
MGC23410,NAP1L1
MGC23427,NACC2
MGC23445,FLCN
MGC23665,STK32C
MGC2376,KCTD14
MGC23778,RARS2
MGC23846,PSMA6
MGC23884,C6orf118
MGC23885,PYHIN1
MGC23908,BTF3L4
MGC23909,TMEM167A
MGC23911,TMED6
MGC23915,PSMA1
MGC23918,CCDC12
MGC23920,RABL3
MGC23937,UPRT
MGC23940,LDHAL6A
MGC23947,TCEAL7
MGC2396,ZNF486
MGC23980,C9orf72
MGC23985,C5orf46
MGC24009,GLYATL2
MGC24039,DENND5B
MGC2404,ACBD6
MGC24047,C1orf64
MGC2408,ECE2
MGC24116,HIST4H4
MGC24132,METTL6
MGC24133,C1orf162
MGC24180,FAM210A
MGC24302,NT5DC1
MGC24381,TSR3
MGC24415,EMC4
MGC2454,THUMPD2
MGC24556,SHMT1
MGC24596,PANK1
MGC2463,PVRIG
MGC24652,ZBTB34
MGC24665,RMI2
MGC2474,ZNF747
MGC2477,LBHD1
MGC2480,NDUFB7
MGC2485,ZNF622
MGC2487,DLK2
MGC2488,MIS12
MGC2491,CUEDC2
MGC24932,FIBIN
MGC2494,FAM173A
MGC24969,SCAMP5
MGC24974,MRPL34
MGC24975,PRR22
MGC24976,LRRC28
MGC24983,CACNG4
MGC24986,ZNF99
MGC24995,PODN
MGC25043,SLC10A7
MGC25062,TBC1D16
MGC2508,ZNF576
MGC2512,ABHD8
MGC25181,D2HGDH
MGC25497,KCTD15
MGC2550,ZFYVE21
MGC2553,VIMP
MGC2555,ZNF503
MGC2560,FAM103A1
MGC2562,APOPT1
MGC2574,CCDC86
MGC2594,DDA1
MGC2599,KATNAL1
MGC2601,METRN
MGC2603,AUNIP
MGC2605,HAGHL
MGC2610,KLHL23
MGC26121,LARS2
MGC26130,ZNF638
MGC26143,CEP170P1
MGC2615,SLC25A23
MGC26158,KRT23
MGC2616,MRPS34
MGC26191,DPP8
MGC26194,CTNNA3
MGC26226,DNAJC5B
MGC26243,NAP1L2
MGC26259,IFT88
MGC2629,ZBTB37
MGC26312,NAP1L3
MGC2633,MRPL34
MGC26406,DAZL
MGC2642,RNF26
MGC26438,MAGEB2
MGC26458,RGS9
MGC2647,RNF166
MGC26484,CDC14C
MGC2650,TRAPPC6A
MGC26544,CD46
MGC2655,THOC6
MGC2656,LRFN3
MGC26568,TRAM1L1
MGC26577,CALR3
MGC26594,APOBEC4
MGC26597,PIP5K1P1
MGC26598,CCER1
MGC26605,PSMA8
MGC26610,CAPSL
MGC2663,ZNF426
MGC26641,RBMY2FP
MGC26642,HIPK1
MGC26647,C7orf62
MGC26651,SYNPR
MGC26664,KHDRBS2
MGC2668,URM1
MGC26684,TMEM55B
MGC26690,FAM81A
MGC26694,SLC25A42
MGC26703,KPNA4
MGC26706,MOSPD2
MGC26707,ZNF555
MGC26710,HORMAD2
MGC26717,C3orf38
MGC26718,ANKRD20A5P
MGC26719,WBSCR28
MGC26733,VWA3B
MGC26740,ATRIP
MGC26744,C4orf36
MGC26768,LYZL4
MGC26778,ENKUR
MGC26816,WBP2NL
MGC26818,FAM213B
MGC26833,NANP
MGC26846,GPAM
MGC26847,SUSD3
MGC26856,GLIPR1L1
MGC26885,SPATA2L
MGC26914,ZNF564
MGC26949,SLCO6A1
MGC2695,DHX37
MGC26954,AK9
MGC26958,UBQLNL
MGC26963,SGMS2
MGC26979,TMEM67
MGC26988,FAM71B
MGC26989,AKNAD1
MGC26996,RNF217
MGC26999,FAM46D
MGC27003,FAM47A
MGC27016,RBM46
MGC27019,TEKT4
MGC27027,GIMAP7
MGC27034,TRMT10A
MGC27044,DENND1B
MGC2705,SUV420H2
MGC27076,SENP5
MGC27085,LRRC34
MGC27091,CERS3
MGC27121,FNDC9
MGC27131,SAP18
MGC2714,DCUN1D5
MGC27155,COMMD1
MGC27169,FAM151A
MGC27170,EXOC4
MGC2718,C7orf26
MGC27277,DNAH14
MGC2731,NABP2
MGC2734,RBM18
MGC27348,RPS2P32
MGC27385,KCTD6
MGC2742,C1orf116
MGC27434,CCDC26
MGC2744,AARSD1
MGC2745,MAPKAP1
MGC27466,ZNF684
MGC2747,SMIM7
MGC2749,KXD1
MGC2776,TSEN2
MGC2793,STAC3
MGC2803,C19orf43
MGC2817,FAXC
MGC2821,C7orf25
MGC2832,NEIL2
MGC2835,DDX54
MGC2840,ALG8
MGC2848,BFSP2-AS1
MGC2865,AKT1S1
MGC2941,PHF23
MGC29463,DNAJC18
MGC2948,MOV10
MGC29506,MZB1
MGC2963,EMC6
MGC29633,IGHD
MGC29634,EPSTI1
MGC29635,RPP25L
MGC29643,LYPD1
MGC29649,TTC9C
MGC29667,SESN3
MGC29671,SPNS3
MGC29729,FAM58A
MGC29736,ATPAF2
MGC29761,C9orf116
MGC29762,C2orf15
MGC29784,RPUSD3
MGC29802,SLC10A4
MGC29814,UBALD2
MGC29816,CHMP7
MGC29840,IL36RN
MGC29843,ATAD2
MGC29875,DIEXF
MGC29891,GABPB2
MGC29898,PACRGL
MGC29937,C15orf40
MGC29949,NEK3
MGC29956,TMEM42
MGC29959,TRIP6
MGC30006,ZNF511
MGC30022,UBTD2
